feature,importance,importance_std,rank
FrameMFCCVar_Mean,0.0015409129535454795,0.0014720846892630481,235
FrameHNR_IQR,0.0015385398466715276,0.0015601445484680542,236
FrameSSkew_Median,0.001537551210362566,0.0017008845513634425,237
FrameSKurt_Hist6,0.0015362530783357233,0.00138458047442043,238
FrameF0_Std,0.001532673773757064,0.0014764298643672633,239
FrameSBW_P95,0.0015325874592762951,0.0012165606904402074,240
FrameSS_Kurt,0.001529834918139398,0.0012471835428291354,241
FrameMFCCVar_Hist9,0.001529789841109156,0.0017447182749636102,242
FrameSE_Hist2,0.0015266172966588933,0.0013596594175730556,243
FrameSSkew_Hist7,0.0015244114874863035,0.0015659368588118487,244
FrameSHR_P95,0.0015228342345848524,0.0012099858342988893,245
SpectralSlope0500_1500,0.0015194383480663786,0.001171479418916098,246
FrameZCR_Std,0.0015151277950771326,0.0021668457583895705,247
MDVP_VTI,0.00151433472602732,0.0012688434927362452,248
NAQ,0.0015140438312774074,0.0011741434234778714,249
FrameSHR_Hist2,0.0015139019616340736,0.0013813118126332516,250
PauseRate,0.001511339131983569,0.0024720880095895326,251
FrameSBW_Std,0.0015072626080927444,0.0012044986466543826,252
FrameSE_Hist6,0.001501331690167858,0.0017922627793547608,253
FrameSS_Hist7,0.0015010586844527117,0.00119245087170522,254
FrameSHR_Std,0.0015008699956043918,0.001305765193269113,255
PSP,0.0015006847465368598,0.0011063188479961113,256
SpeechRate,0.0014982642607870072,0.0012291240980281,257
FrameAC_Hist5,0.0014980532155411642,0.0013254299269778713,258
FrameHNR_Hist4,0.0014956133237915223,0.0015243883293932373,259
SpectralSkewness,0.0014942771012752504,0.0012983308652631826,260
FrameSFlux_Hist3,0.0014928179130930847,0.0015742084117380641,261
FrameSBW_Hist7,0.001491347262492172,0.0012741469972024657,262
FrameZCR_P5,0.0014907152792856938,0.0017005967610144326,263
FrameF0_Mean,0.0014902138953709408,0.001268712397165693,264
FrameSCF_IQR,0.0014864497584741781,0.0012523983362906351,265
FrameSS_P95,0.001486107768239327,0.0014266039585355598,266
FrameMFCCVar_P5,0.0014856145239294698,0.0013283062527319437,267
FrameSCF_Skew,0.0014838404291581905,0.0013573580736333957,268
FrameZCR_Hist9,0.0014806767677913895,0.0017546357872912572,269
FrameSCF_Hist3,0.0014782647293159752,0.002342686403798803,270
FrameSHR_Skew,0.0014780071574852158,0.0011970329375483465,271
